alternatives_considered,anti_jobs,circumstance,complexity,content_gap,content_needs,context,context_tags,contextual_dimension,cross_references,customer_segment,desired_outcomes,difficulty,doc,doc_type,emotional_dimension,emotional_need,evidence,expected_outcome,frequency,functional_dimension,functional_need,goal,granularity,id,importance,job,job_id,job_map_stage,job_performer,job_statement,job_type,linked_adoc_modules,motivation,notes,original_section_title,outcome,pain_point,pain_points,parent_job,persona,prerequisites,primary_persona,priority,related_jobs,satisfaction_with_current_solution,secondary_persona,section,situation,social_need,source_url,strategic_value,success_criteria,supporting_personas,task_type,taxonomy_category,user_persona,workflow_stage
,,,,,,,,,,,"['Complete configuration without CLI expertise', 'Avoid YAML syntax errors', 'Ensure correct namespace is added to environment variable']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-using-argo-cd-instance-to-manage-cluster-scoped-resources.adoc, lines 14-32. UI path: Operators → Installed Operators → GitOps → Subscription → Edit Subscription.",,,,,,user_story,,,,,Configure,,"As a cluster administrator, when configuring Argo CD for cluster-scoped management, I want to use the web console to edit the Subscription, so I can visually configure permissions without writing YAML.",core,,,UI-based approach for editing ARGOCD_CLUSTER_CONFIG_NAMESPACES. Alternative to CLI-based editing.,,,,,Configure my Argo CD instance with appropriate permissions,Cluster administrator,"['Install GitOps Operator', 'Have cluster admin access']",,,['Verify cluster role configuration'],,,Using an Argo CD instance to manage cluster-scoped resources,,,,,,,,,,
,,,,,,,,,,,"['Minimize time to validate configuration', 'Reduce likelihood of discovering permission issues during application deployment', 'Ensure correct cluster role is created']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-using-argo-cd-instance-to-manage-cluster-scoped-resources.adoc, lines 34-51. Verification via UI (User Management → Roles) or CLI (oc auth can-i create oauth).",,,,,,user_story,,,,,Confirm,,"As a cluster administrator, when I've configured Argo CD permissions, I want to verify the cluster role assignment, so I can confirm Argo CD can manage cluster-scoped resources before deploying applications.",core,,,"Confirmation step with two approaches: UI search for argocd-application-controller role, or CLI verification of specific permission.",,,,,Configure my Argo CD instance with appropriate permissions,Cluster administrator,['Edit Subscription with ARGOCD_CLUSTER_CONFIG_NAMESPACES'],,,[],,,Using an Argo CD instance to manage cluster-scoped resources,,,,,,,,,,
,,,,,,,,,,,"['Minimize time to understand permission boundaries', 'Reduce likelihood of over-permissioning Argo CD', 'Ensure compliance with security policies']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-default-permissions-of-an-argocd-instance.adoc, lines 1-47. Default: admin privileges in deployment namespace, cluster-wide read on all resources.",,,,,,main_job,,,,,Plan,,"When planning my Argo CD deployment, I want to understand the default permission model, so I can determine what additional permissions I need to configure.",core,,,Source module: modules/gitops-default-permissions-of-an-argocd-instance.adoc (PROCEDURE). Reference content explaining default permission model and customization options.,,,,,,Cluster administrator,[],,,"['Configure Argo CD for cluster-scoped resources', 'Add custom permissions']",,,Default permissions of an Argocd instance,,,,,,,,,,
,,,,,,,,,,,"[""Ensure Argo CD workloads don't interfere with application workloads"", 'Minimize resource contention', 'Enable predictable GitOps performance', 'Comply with infrastructure isolation policies']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/go-run-argo-cd-instance-on-infrastructure-nodes.adoc, lines 1-58. Procedure: Label nodes, optionally apply taints, add runOnInfra toggle to GitOpsService CR.",,,,,,main_job,,,,,Configure,,"When operating a production cluster with infrastructure nodes, I want to run Argo CD on dedicated infrastructure nodes, so I can isolate GitOps workloads from application workloads and ensure predictable performance.",core,,,Source module: modules/go-run-argo-cd-instance-on-infrastructure-nodes.adoc (PROCEDURE). Production best practice for workload isolation.,,,,,,Platform engineer,"['Install GitOps Operator', 'Have infrastructure nodes available or create them']",,,"['Configure node taints and tolerations', 'Monitor infrastructure node capacity']",,,Running the Argo CD instance at the cluster-level,,,,,,,,,,
,,,,,,,,,,,"['Minimize time to deploy cluster configurations', 'Ensure Git repository is source of truth', 'Enable automatic drift detection', 'Reduce manual configuration errors']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-creating-an-application-by-using-the-argo-cd-dashboard.adoc, lines 1-59. Creates cluster-configs application pointing to cluster directory with namespace spring-petclinic.",,,,,,main_job,,,,,Deploy,,"When I need to deploy cluster configurations via GitOps, I want to create an Argo CD application pointing to my Git repository, so I can manage cluster state declaratively.",core,,,Source module: modules/gitops-creating-an-application-by-using-the-argo-cd-dashboard.adoc (PROCEDURE). Main job for deploying cluster configurations via GitOps.,,,,,,Cluster administrator,"['Configure Argo CD for cluster-scoped resources', 'Have Git repository with cluster configurations', 'Have namespace labeled for Argo CD management']",,,"['Synchronize application with Git repository', 'Monitor application sync status']",,,Creating an application by using the Argo CD dashboard,,,,,,,,,,
,,,,,,,,,,,"['Complete application creation in under 5 minutes', 'Avoid YAML syntax errors', 'Ensure correct Git path and directory recursion settings']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-creating-an-application-by-using-the-argo-cd-dashboard.adoc, lines 25-54. Dashboard workflow: NEW APP → configure parameters → CREATE.",,,,,,user_story,,,,,Deploy,,"As a cluster administrator, when creating an Argo CD application, I want to use the web dashboard, so I can configure the application visually without writing YAML manifests.",core,,,"UI-based approach. Configuration includes Application Name, Project, Sync Policy, Repository URL, Path, Destination, Namespace, and Directory Recurse option.",,,,,Create an Argo CD application pointing to my Git repository,Cluster administrator,"['Access to Argo CD dashboard', 'Git repository with cluster configurations']",,,['Label namespace for Argo CD management'],,,Creating an application by using the Argo CD dashboard,,,,,,,,,,
,,,,,,,,,,,"['Ensure application can sync successfully', 'Minimize permission-related deployment failures', 'Enable Argo CD to manage namespace resources']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-creating-an-application-by-using-the-argo-cd-dashboard.adoc, lines 56-59. Label: argocd.argoproj.io/managed-by=openshift-gitops.",,,,,,user_story,,,,,Configure,,"As a cluster administrator, after creating an Argo CD application, I want to label the target namespace for management, so I can ensure the Argo CD instance has permission to deploy resources there.",related,,,"Critical post-creation step. Without this label, Argo CD cannot manage resources in the namespace.",,,,,Create an Argo CD application pointing to my Git repository,Cluster administrator,"['Create Argo CD application', 'Namespace exists']",,,[],,,Creating an application by using the Argo CD dashboard,,,,,,,,,,
,,,,,,,,,,,"['Enable application creation automation', 'Ensure consistent application configuration', 'Integrate with CI/CD pipelines', 'Avoid manual UI interaction']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-creating-an-application-by-using-the-oc-tool.adoc, lines 1-68. Workflow: Clone repo → oc create -f → oc get application → label namespace.",,,,,,user_story,,,,,Deploy,,"As a platform engineer, when creating an Argo CD application, I want to use the oc CLI tool, so I can automate application creation and manage it as code.",core,,,"Source module: modules/gitops-creating-an-application-by-using-the-oc-tool.adoc (PROCEDURE). CLI-based approach, alternative to dashboard method.",,,,,Create an Argo CD application pointing to my Git repository,Platform engineer,"['Git repository with application YAML', 'oc CLI installed and configured', 'Access to openshift-gitops namespace']",,,"['Verify application creation', 'Label namespace for management']",,,Creating an application by using the oc tool,,,,,,,,,,
,,,,,,,,,,,"['Minimize time from Git change to cluster deployment', 'Ensure changes are reviewed before application', 'Reduce risk of unexpected cluster changes', 'Enable rollback if issues detected']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-synchronizing-your-application-application-with-your-git-repository.adoc, lines 1-21. Workflow: Application shows Missing/OutOfSync → SYNC → review → SYNCHRONIZE → verify Healthy/Synced.",,,,,,main_job,,,,,Execute,,"When my Argo CD application is created with manual sync policy, I want to trigger synchronization, so I can apply Git repository changes to the cluster in a controlled manner.",core,,,Source module: modules/gitops-synchronizing-your-application-application-with-your-git-repository.adoc (PROCEDURE). Core execution step for applying cluster configurations.,,,,,,Cluster administrator,"['Create Argo CD application', 'Git repository contains valid configurations']",,,"['Monitor application health status', 'Configure automatic sync policy']",,,Synchronizing your application with your Git repository,,,,,,,,,,
,,,,,,,,,,,"['Minimize time to validate deployment', 'Ensure configurations match expectations', 'Reduce likelihood of undetected configuration issues']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-synchronizing-your-application-application-with-your-git-repository.adoc, lines 14-20. Verification: Check link in console menu, verify namespace exists.",,,,,,user_story,,,,,Confirm,,"As a cluster administrator, after synchronizing cluster configurations, I want to verify the changes in the OpenShift console, so I can confirm the configurations were applied correctly.",core,,,Confirmation workflow validates actual cluster state matches Git repository definitions.,,,,,Trigger synchronization to apply Git repository changes,Cluster administrator,['Synchronize application successfully'],,,[],,,Synchronizing your application with your Git repository,,,,,,,,,,
,,,,,,,,,,,"['Minimize time to understand permission scope', 'Ensure only required permissions are granted', 'Comply with least-privilege security principles']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-inbuilt-permissions-for-cluster-config.adoc, lines 1-25. Default permissions include operators.coreos.com, user.openshift.io, rbac, config.openshift.io, storage, console.",,,,,,user_story,,,,,Plan,,"When planning cluster configuration via GitOps, I want to understand what cluster-scoped resources Argo CD can manage by default, so I can determine if additional permissions are needed.",core,,,Source module: modules/gitops-inbuilt-permissions-for-cluster-config.adoc (REFERENCE). Lists specific resource groups Argo CD can manage without additional configuration.,,,,,Understand the default permission model,Cluster administrator,[],,,['Add custom permissions for additional resources'],,,In-built permissions for cluster configuration,,,,,,,,,,
,,,,,,,,,,,"['Minimize time to grant additional permissions', 'Ensure permissions follow least-privilege principle', 'Reduce likelihood of permission-related failures', 'Enable auditable permission changes']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-additional-permissions-for-cluster-config.adoc, lines 1-54. Procedure: Create ClusterRole → Create ClusterRoleBinding linking to openshift-gitops-argocd-application-controller service account.",,,,,,main_job,,,,,Configure,,"When default Argo CD permissions are insufficient, I want to create custom cluster roles and bindings, so I can enable Argo CD to manage additional cluster resources securely.",core,,,Source module: modules/gitops-additional-permissions-for-cluster-config.adoc (PROCEDURE). Example shows granting secrets management permissions.,,,,,,Cluster administrator,"['Understand default Argo CD permissions', 'Identify required additional permissions']",,,"['Configure Argo CD for cluster-scoped resources', 'Monitor permission usage']",,,Adding permissions for cluster configuration,,,,,,,,,,
,,,,,,,,,,,"['Complete permission configuration in under 10 minutes', 'Avoid RBAC YAML syntax errors', 'Ensure correct service account binding']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-additional-permissions-for-cluster-config.adoc, lines 13-37. UI workflow: User Management → Roles → Create Role → Create Binding with ServiceAccount subject.",,,,,,user_story,,,,,Configure,,"As a cluster administrator, when granting additional permissions, I want to use the web console to create cluster roles and bindings, so I can configure permissions without writing RBAC YAML.",core,,,UI-based approach for RBAC configuration. Requires specifying openshift-gitops namespace and openshift-gitops-argocd-application-controller service account.,,,,,Create custom cluster roles and bindings,Cluster administrator,"['Have cluster admin access', 'Know required permissions']",,,[],,,Adding permissions for cluster configuration,,,,,,,,,,
,,,,,,,,,,,"['Minimize time to install Operators across multiple clusters', 'Ensure consistent Operator versions', 'Enable declarative Operator lifecycle management', 'Reduce manual installation errors']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-installing-olm-operators-using-gitops.adoc, lines 1-80. GitOps automatically installs Operators when Subscription resources are placed in Git repository.",,,,,,main_job,,,,,Deploy,,"When managing cluster configuration as code, I want to automate Operator installation via GitOps, so I can eliminate manual Operator installation procedures and ensure consistent Operator deployments across clusters.",core,,,Source module: modules/gitops-installing-olm-operators-using-gitops.adoc (PROCEDURE). Core use case for cluster configuration as code.,,,,,,Cluster administrator,"['Configure Argo CD for cluster-scoped resources', 'Have Operator subscription definitions in Git repository']",,,"['Monitor Operator installation status', 'Manage Operator upgrades via GitOps']",,,Installing OLM Operators using GitOps,,,,,,,,,,
,,,,,,,,,,,"['Minimize Git repository complexity', 'Ensure Operators install in openshift-operators namespace', 'Avoid OperatorGroup conflicts']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-installing-olm-operators-using-gitops.adoc, lines 15-35. Example: Grafana Operator with only Subscription resource needed.",,,,,,user_story,,,,,Deploy,,"As a cluster administrator, when installing cluster-scoped Operators via GitOps, I want to only manage the Subscription resource in Git, so I can leverage the default global-operators OperatorGroup and simplify my GitOps repository.",core,,,"Cluster-scoped Operators use default global-operators OperatorGroup, so only Subscription is required in Git.",,,,,Automate Operator installation via GitOps,Cluster administrator,"['Configure Argo CD for cluster-scoped resources', 'Identify required cluster-scoped Operators']",,,[],,,Installing OLM Operators using GitOps - cluster-scoped,,,,,,,,,,
,,,,,,,,,,,"['Ensure Operator installs in correct namespace', 'Minimize OperatorGroup conflicts', 'Enable namespace isolation for Operators', 'Avoid CSV failure states']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-installing-olm-operators-using-gitops.adoc, lines 37-79. Example: Ansible Automation Platform with Namespace, OperatorGroup, and Subscription. Warning about TooManyOperatorGroups failure.",,,,,,user_story,,,,,Deploy,,"As a cluster administrator, when installing namespace-scoped Operators via GitOps, I want to manage both Subscription and OperatorGroup resources in Git, so I can ensure Operators are installed in the correct namespace with proper targeting.",core,,,Namespace-scoped Operators require both OperatorGroup and Subscription. Critical warning: Only one OperatorGroup per namespace to avoid CSV failures.,,,,,Automate Operator installation via GitOps,Cluster administrator,"['Configure Argo CD for cluster-scoped resources', 'Create target namespace']",,,['Avoid multiple OperatorGroups in same namespace'],,,Installing OLM Operators using GitOps - namespace-scoped,,,,,,,,,,
,,,,,,,,,,,"['Minimize OperatorGroup conflicts', 'Reduce likelihood of CSV failure states', 'Ensure predictable Operator installation', 'Avoid manual intervention for pending CSVs']",,configuring-an-openshift-cluster-by-deploying-an-application-with-cluster-configurations.adoc,,,,"modules/gitops-installing-olm-operators-using-gitops.adoc, lines 76-79. Warning: More than one OperatorGroup causes TooManyOperatorGroups failure, requiring manual approval.",,,,,,user_story,,,,,Troubleshoot,,"When deploying multiple Operators to the same namespace via GitOps, I want to ensure only one OperatorGroup exists, so I can prevent CSV transition failures and ensure successful Operator installation.",related,,,Critical constraint for multi-Operator deployments. Requires careful GitOps repository structure to ensure single OperatorGroup per namespace.,,,,,Automate Operator installation via GitOps,Cluster administrator,['Understand OperatorGroup constraints'],,,"['Monitor CSV states', 'Manually approve pending install plans']",,,Installing OLM Operators using GitOps - avoiding conflicts,,,,,,,,,,
,,,,,,When releasing new product updates to production environments,,,,,,Medium,,,,,"using-argo-rollouts-for-progressive-deployment-delivery.adoc -> Introduction section, lines 12-13: 'Progressive delivery is the process of releasing product updates in a controlled and gradual manner. Progressive delivery reduces the risk of a release by exposing the new version of a product update only to a subset of users initially.'",,High,,,So I can expose new versions to only a subset of users initially and verify behavior before broader rollout,,,High,,,,,Implement progressive delivery strategies to reduce deployment risk,,,,Source content from assembly introduction. Progressive delivery is core value proposition of Argo Rollouts.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Deployment
,,,,,,When managing application deployments with different versions,,,,,,Medium,,,,,"using-argo-rollouts-for-progressive-deployment-delivery.adoc -> Introduction section, lines 17-19 [module: modules/gitops-benefits-of-argo-rollouts.adoc, type: CONCEPT]",,High,,,So I can drive automated progression or rollback decisions without manual intervention,,,High,,,,,Automate deployment rollouts and rollbacks based on metrics and policies,,,,Argo Rollouts provides automation and metric analysis to support progressive delivery and drive automated rollout/rollback decisions. Integrates with metric providers like Prometheus.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Deployment
,,,,,,When deploying new versions of applications,,,,,,Medium,,,,,"using-argo-rollouts-for-progressive-deployment-delivery.adoc -> Introduction section, lines 18-19: 'manage multiple replica sets that represent different versions of the deployed application. Depending on your deployment strategy, you can handle traffic to these versions during an update by optimizing their existing traffic shaping abilities'",,High,,,So I can gradually shift traffic from old to new versions while monitoring behavior,,,High,,,,,Control traffic distribution between different application versions during updates,,,,Core capability of Argo Rollouts for progressive delivery. Enables fine-grained traffic control.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Deployment
,,,,,,When implementing blue-green or canary deployments,,,,,,High,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Benefits section, lines 9: 'With Argo Rollouts, you simplify this process by allowing application teams to define their rollout strategy declaratively. Teams no longer need to define multiple deployments and services or create automation for traffic shaping'",,Medium,,,So application teams can define rollout strategies declaratively without managing multiple deployments and complex automation,,,High,,,,,Simplify setup of advanced deployment strategies,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Key benefit is simplification of complex deployment patterns.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Configuration
,,,,,,When deploying new versions of applications,,,,,,Medium,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Benefits list, line 16: 'Zero downtime updates for deployments'",,High,,,So users experience no service interruption during the rollout process,,,High,,,,,Achieve zero downtime during application updates,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Critical production requirement.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Deployment
,,,,,,When validating new deployments before full rollout,,,,,,Low,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Benefits list, line 18: 'Able to test without any new traffic hitting the production environment'",,High,,,So I can verify functionality and performance in production environment before users access it,,,High,,,,,Test new application versions without exposing them to production traffic,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Enables dark launches and production testing.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Testing
,,,,,,When managing canary or blue-green deployments,,,,,,Medium,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Benefits list, line 17: 'Fine-grained, weighted traffic shifting'",,High,,,So I can precisely control what percentage of traffic goes to each version,,,High,,,,,Perform fine-grained traffic shifting between application versions,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Enables gradual rollout strategies.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Deployment
,,,,,,When evaluating whether to proceed with or rollback a deployment,,,,,,Medium,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Benefits list, line 21: 'Customizable metric queries and analysis of business key performance indicators (KPIs)'",,High,,,So I can make rollout decisions based on KPIs relevant to my business rather than just infrastructure metrics,,,High,,,,,Analyze deployment health using custom business metrics,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Supports policy-driven rollouts based on business metrics.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Monitoring
,,,,,,When using service mesh for application networking,,,,,,High,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Benefits list, line 22: 'Integration with ingress controller and {SMProductName} for advanced traffic routing'",,Low,,,So I can leverage advanced routing capabilities for deployment strategies,,,Medium,,,,,Integrate progressive delivery with service mesh traffic routing,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Supports integration with OpenShift Service Mesh.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Configuration
,,,,,,When setting up Argo Rollouts in my namespace,,,,,,Low,,,,,"modules/gitops-creating-rolloutmanager-custom-resource.adoc -> Introduction, lines 9: 'To manage progressive delivery of deployments by using Argo Rollouts in {gitops-title}, you must create and configure a `RolloutManager` custom resource (CR) in the namespace of your choice'",,Low,,,So I can enable progressive delivery capabilities for my applications,,,High,,,,,Create and configure RolloutManager custom resource,,,,Source module: modules/gitops-creating-rolloutmanager-custom-resource.adoc (PROCEDURE). Required setup step for using Argo Rollouts.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Installation
,,,,,,When deploying RolloutManager custom resource,,,,,,Low,,,,,"modules/gitops-creating-rolloutmanager-custom-resource.adoc -> Introduction, lines 9: 'By default, any new `argo-rollouts` instance has permission to manage resources only in the namespace where it is deployed, but you can use Argo Rollouts in multiple namespaces as required' AND modules/gitops-about-argo-rollout-manager-custom-resources-and-spec.adoc -> line 9: 'You can scope the `RolloutManager` CR for single or multiple namespaces'",,Low,,,So I can control which namespaces have progressive delivery capabilities,,,Medium,,,,,Scope Argo Rollouts to single or multiple namespaces,,,,Source modules: modules/gitops-creating-rolloutmanager-custom-resource.adoc (PROCEDURE) and modules/gitops-about-argo-rollout-manager-custom-resources-and-spec.adoc (CONCEPT). Provides flexibility in deployment scope.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Configuration
,,,,,,After creating a RolloutManager custom resource,,,,,,Low,,,,,"modules/gitops-creating-rolloutmanager-custom-resource.adoc -> Procedure steps, lines 43-51: verification steps for Status field, deployments, secrets, services, roles, and role bindings",,Low,,,So I can confirm the Argo Rollouts controller and supporting resources are running correctly,,,Medium,,,,,Verify RolloutManager instance deployment status,,,,Source module: modules/gitops-creating-rolloutmanager-custom-resource.adoc (PROCEDURE). Important post-installation validation.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Verification
,,,,,,When creating RolloutManager custom resource,,,,,,Medium,,,,,"modules/gitops-about-argo-rollout-manager-custom-resources-and-spec.adoc -> lines 18: 'You can specify the command arguments, environment variables, a custom image name, and so on for the Argo Rollouts controller resource in the spec of the `RolloutsManager` CR'",,Low,,,"So I can specify command arguments, environment variables, custom image name and other settings for my environment",,,Medium,,,,,Customize Argo Rollouts controller configuration,,,,Source module: modules/gitops-about-argo-rollout-manager-custom-resources-and-spec.adoc (CONCEPT). Provides customization options for advanced use cases.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Configuration
,,,,,,When cleaning up or uninstalling OpenShift GitOps,,,,,,Low,,,,,"modules/gitops-deleting-rolloutmanager-custom-resource.adoc -> Introduction, lines 9: 'Uninstalling the {gitops-title} Operator does not remove the resources that were created during installation. You must manually delete the `RolloutManager` custom resource (CR) before you uninstall the {gitops-title} Operator'",,Low,,,So I can properly remove all Argo Rollouts resources that are not automatically deleted,,,High,,,,,Delete RolloutManager custom resource before uninstalling GitOps Operator,,,,Source module: modules/gitops-deleting-rolloutmanager-custom-resource.adoc (PROCEDURE). Critical cleanup step to avoid orphaned resources.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Uninstallation
,,,,,,After deleting a RolloutManager custom resource,,,,,,Low,,,,,"modules/gitops-deleting-rolloutmanager-custom-resource.adoc -> Procedure steps, lines 32-40: verification steps for confirming deletion of deployments, secrets, services, roles, and role bindings",,Low,,,So I can confirm all associated resources have been properly removed,,,Medium,,,,,Verify deletion of RolloutManager and supporting resources,,,,Source module: modules/gitops-deleting-rolloutmanager-custom-resource.adoc (PROCEDURE). Ensures complete cleanup.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Verification
,,,,,,When planning to use Argo Rollouts,,,,,,Low,,,,,"modules/gitops-about-argo-rollout-manager-custom-resources-and-spec.adoc -> lines 9-16: lists controller, metrics service, service account, roles, role bindings, and secret created by RolloutManager CR",,Low,,,So I know what namespace-scoped resources will be created and how they work together,,,Medium,,,,,Understand RolloutManager custom resource architecture,,,,Source module: modules/gitops-about-argo-rollout-manager-custom-resources-and-spec.adoc (CONCEPT). Provides architectural understanding.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Planning
,,,,,,When application teams want to use advanced deployment strategies,,,,,,Low,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Closing paragraph, lines 26-27: 'With Argo Rollouts, users can more easily adopt progressive delivery in end-user environments. This provides structure and guidelines without requiring teams to learn about traffic managers and complex infrastructure'",,High,,,So teams can implement canary or blue-green deployments without becoming experts in traffic managers and infrastructure,,,High,,,,,Adopt progressive delivery without learning complex infrastructure details,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Key value proposition for application teams - abstraction of complexity.,,,,,,Application Developer,,,,,,,,,,,,,,,,,Deployment
,,,,,,When using Argo CD with automated deployments,,,,,,Low,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Closing paragraph, lines 27-28: 'Existing users who use Argo CD with security and automated deployments get feedback early in the process and avoid problems that impact them'",,High,,,So I can identify and address problems before they affect end users,,,High,,,,,Get early feedback on deployments to avoid production impact,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Benefits existing GitOps users.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Deployment
,,,,,,When running progressive delivery rollouts,,,,,,Low,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Benefits list, line 20: 'Manual judgment'",,Medium,,,So I can pause automated rollouts and make manual approval decisions at critical points,,,Medium,,,,,Enable manual judgment gates in deployment process,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Provides control for critical deployments.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Deployment
,,,,,,When managing multi-stage rollouts,,,,,,Medium,,,,,"modules/gitops-benefits-of-argo-rollouts.adoc -> Benefits list, line 19: 'Automated rollbacks and promotions'",,High,,,So deployments can automatically progress through stages when health checks and metrics indicate success,,,High,,,,,Implement automated promotions in deployment pipeline,,,,Source module: modules/gitops-benefits-of-argo-rollouts.adoc (CONCEPT). Enables hands-off progressive delivery.,,,,,,Platform Engineer,,,,,,,,,,,,,,,,,Deployment
,,,,,,After installing GitOps Operator and deploying Argo CD applications in a namespace,,,"['Prometheus metrics', 'OpenShift monitoring stack', 'Argo CD application health']",,,,,,,Feel confident that application issues will be detected early,"monitoring-argo-cd-instances.adoc -> Introduction section, lines 9-9 [assembly: cicd/gitops/monitoring-argo-cd-instances.adoc]; modules/gitops-monitoring-argo-cd-health-using-prometheus-metrics.adoc -> Section 'Monitoring Argo CD health using Prometheus metrics', lines 1-24 [module: modules/gitops-monitoring-argo-cd-health-using-prometheus-metrics.adoc, type: PROCEDURE]",,,,Monitor the health status of Argo CD applications,,,jtbd-001,,,,,,"When I have deployed Argo CD applications, I want to monitor their health status, so that I can detect and respond to synchronization issues before they impact users",,,,The GitOps Operator automatically connects Argo CD instances to the cluster monitoring stack. Source module: modules/gitops-monitoring-argo-cd-health-using-prometheus-metrics.adoc (PROCEDURE). Assembly: cicd/gitops/monitoring-argo-cd-instances.adoc,,,,,,Platform Administrator,,,high,,,,,,Maintain reliability expectations for development teams,,,"['Health metrics are automatically collected without manual configuration', 'Can view health status across all applications in a namespace', 'Receive alerts when applications are out of sync']",,,Monitor and troubleshoot,,Operate
,,,,,,Troubleshooting Argo CD application synchronization or health issues,,,"['Prometheus Query Language (PromQL)', 'OpenShift Developer perspective', 'argocd_app_info metric']",,,,,,,Feel empowered with diagnostic tools to investigate issues,"modules/gitops-monitoring-argo-cd-health-using-prometheus-metrics.adoc -> Section 'Monitoring Argo CD health using Prometheus metrics', lines 9-23 [module: modules/gitops-monitoring-argo-cd-health-using-prometheus-metrics.adoc, type: PROCEDURE]",,,,Query and visualize Argo CD health metrics using Prometheus,,,jtbd-002,,,,,,"When I need to investigate Argo CD application issues, I want to query Prometheus metrics for health status, so that I can understand which applications are unhealthy and why",,,,"Users navigate to Developer perspective -> Observe -> Metrics and run custom PromQL queries. Example query: sum(argocd_app_info{dest_namespace=~""<namespace>"",health_status!=""""}) by (health_status). Source module: modules/gitops-monitoring-argo-cd-health-using-prometheus-metrics.adoc (PROCEDURE). Assembly: cicd/gitops/monitoring-argo-cd-instances.adoc",,,,,,Platform Administrator,,,high,,,,,,Demonstrate technical competence in resolving platform issues,,,"['Can access Prometheus metrics through OpenShift web console', 'Can filter metrics by namespace and health status', 'Metrics provide actionable information about application state']",,,Monitor and troubleshoot,,Troubleshoot
