job_name,job_statement,parent_job,job_coverage,module_file,source_assembly,module_status,module_note,job_notes
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/nw-sriov-about-all-multi-cast-mode.adoc,networking/hardware_networks/configuring-interface-sysctl-sriov-device.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/nw-enable-all-multicast-mode-sriov-network.adoc,networking/hardware_networks/configuring-interface-sysctl-sriov-device.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/nw-introduction-namespaced-sriov.adoc,networking/hardware_networks/configuring-namespaced-sriov-resources.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/nw-configuring-sriov-in-app-namespace.adoc,networking/hardware_networks/configuring-namespaced-sriov-resources.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/nw-sriov-about-qinq.adoc,networking/hardware_networks/configuring-sriov-qinq-support.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/nw-configuring-qinq-sriov-proc.adoc,networking/hardware_networks/configuring-sriov-qinq-support.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/installing-pfsr-operator-cli.adoc,networking/hardware_networks/configure-lacp-for-sriov.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/lacp-switch-monitoring.adoc,networking/hardware_networks/configure-lacp-for-sriov.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/nw-sriov-cfg-bond-interface-with-virtual-functions.adoc,networking/hardware_networks/using-pod-level-bonding.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/nw-sriov-creating-bond-network-attachment-definition.adoc,networking/hardware_networks/using-pod-level-bonding.adoc,full,,
Configure SR-IOV Network Devices,Enable SR-IOV virtual functions for pod networking.,Configure High-Performance Networking,full,modules/nw-sriov-creating-pod-using-bond-interface.adoc,networking/hardware_networks/using-pod-level-bonding.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-operator.adoc,observability/network_observability/network-observability-overview.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-openshift-console-integration.adoc,observability/network_observability/network-observability-overview.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-dashboards.adoc,observability/network_observability/network-observability-overview.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-topology-views.adoc,observability/network_observability/network-observability-overview.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-traffic-flow-tables.adoc,observability/network_observability/network-observability-overview.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-network-traffic-overview-view.adoc,observability/network_observability/observing-network-traffic.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-working-with-overview.adoc,observability/network_observability/observing-network-traffic.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-trafficflow.adoc,observability/network_observability/observing-network-traffic.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-working-with-trafficflow.adoc,observability/network_observability/observing-network-traffic.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-topology.adoc,observability/network_observability/observing-network-traffic.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-working-with-topology.adoc,observability/network_observability/observing-network-traffic.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-configuring-options-topology.adoc,observability/network_observability/observing-network-traffic.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-working-with-conversations.adoc,observability/network_observability/observing-network-traffic.adoc,full,,
Network Flow Visibility,"When I need to understand how workloads communicate across the cluster, I want to visualize network flows between pods, services, namespaces, and external endpoints, so I can understand dependencies and traffic patterns.",,full,modules/network-observability-quickfilter.adoc,observability/network_observability/observing-network-traffic.adoc,full,,
Enable IP Forwarding,Allow cluster-wide IP forwarding for routing.,orphan,full,modules/nw-cno-enable-ip-forwarding.adoc,networking/networking_operators/cluster-network-operator.adoc,full,,"ORPHAN: the CSV gives the parent as 'Tune Network Performance', which is not a job in this category. Create the job map but do not wire it into network.adoc until the parent job is placed."
Enable IP Forwarding,Allow cluster-wide IP forwarding for routing.,orphan,full,modules/nw-nmstate-enable-per-interface-ip-forwarding.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,partial,"Per-interface forwarding, not cluster-wide","ORPHAN: the CSV gives the parent as 'Tune Network Performance', which is not a job in this category. Create the job map but do not wire it into network.adoc until the parent job is placed."
Network Observability Deployment and Management Configuration,Network Observability Deployment and Management > ### Configuration,orphan,partial,modules/network-observability-grant-permissions-custom-namespace-and-secret-access.adoc,observability/network_observability/configuring-operator.adoc,full,,"ORPHAN and malformed: the CSV row is a leftover markdown heading, its job_statement repeats its job_name, and the parent 'Network Observability Deployment and Management' is not a job in this category. Its scope also duplicates 'Configure the Network Observability Operator FlowCollector'. Fix or delete the spreadsheet row before generating a job map."
Network Observability Deployment and Management Configuration,Network Observability Deployment and Management > ### Configuration,orphan,partial,modules/network-observability-create-cluster-role-bindings-custom-namespace.adoc,observability/network_observability/configuring-operator.adoc,full,,"ORPHAN and malformed: the CSV row is a leftover markdown heading, its job_statement repeats its job_name, and the parent 'Network Observability Deployment and Management' is not a job in this category. Its scope also duplicates 'Configure the Network Observability Operator FlowCollector'. Fix or delete the spreadsheet row before generating a job map."
Network Observability Deployment and Management Configuration,Network Observability Deployment and Management > ### Configuration,orphan,partial,modules/network-observability-grant-access-kafka-secrets.adoc,observability/network_observability/configuring-operator.adoc,full,,"ORPHAN and malformed: the CSV row is a leftover markdown heading, its job_statement repeats its job_name, and the parent 'Network Observability Deployment and Management' is not a job in this category. Its scope also duplicates 'Configure the Network Observability Operator FlowCollector'. Fix or delete the spreadsheet row before generating a job map."
Network Observability Deployment and Management Configuration,Network Observability Deployment and Management > ### Configuration,orphan,partial,modules/network-observability-multitenancy.adoc,observability/network_observability/installing-operators.adoc,full,,"ORPHAN and malformed: the CSV row is a leftover markdown heading, its job_statement repeats its job_name, and the parent 'Network Observability Deployment and Management' is not a job in this category. Its scope also duplicates 'Configure the Network Observability Operator FlowCollector'. Fix or delete the spreadsheet row before generating a job map."
Upgrade Network Observability operator version,Network Observability Deployment and Management > - 11.15 Upgrade Network Observability operator version,orphan,full,modules/network-observability-updating-migrating.adoc,observability/network_observability/installing-operators.adoc,full,,ORPHAN: the parent 'Network Observability Deployment and Management' is not a job in this category. The CSV job_statement is a markdown list artifact and needs a real 'When I... I want... so I can...' statement.
Upgrade Network Observability operator version,Network Observability Deployment and Management > - 11.15 Upgrade Network Observability operator version,orphan,full,modules/network-observability-important-flowcollector-considerations.adoc,observability/network_observability/installing-operators.adoc,partial,FlowCollector considerations that apply after upgrade,ORPHAN: the parent 'Network Observability Deployment and Management' is not a job in this category. The CSV job_statement is a markdown list artifact and needs a real 'When I... I want... so I can...' statement.
